Episode,Min_AoI,p_d,PRR
2381,112.1929,0.6766,0.0139
2382,111.6786,0.6467,0.0193
2383,112.9978,0.7268,0.0182
2384,113.9755,0.6299,0.0141
2385,113.4032,0.7134,0.0237
2386,116.3547,0.7113,0.0139
2387,110.2379,0.6296,0.0151
2388,118.4795,0.5475,0.0294
2389,109.9553,0.5799,0.0228
2390,115.7863,0.7052,0.0224
2391,110.5543,0.7249,0.0138
2392,109.4840,0.5686,0.0404
2393,109.1941,0.6351,0.0285
2394,116.0337,0.7252,0.0216
2395,106.1231,0.6768,0.0230
2396,112.9036,0.6816,0.0255
2397,113.7314,0.5770,0.0186
2398,114.7029,0.5529,0.0320
2399,107.2632,0.6213,0.0154
2400,111.7433,0.7036,0.0243
2401,114.2357,0.6118,0.0202
2402,117.0591,0.7220,0.0190
2403,112.4875,0.6491,0.0161
2404,107.7480,0.7039,0.0164
2405,103.8611,0.7178,0.0160
2406,110.2823,0.7240,0.0125
2407,118.5407,0.7202,0.0207
2408,109.1278,0.6854,0.0203
2409,109.9768,0.6160,0.0144
2410,109.4159,0.7174,0.0246
2411,113.9625,0.6396,0.0140
2412,114.8553,0.5963,0.0258
2413,109.7086,0.6098,0.0369
2414,109.5222,0.5629,0.0350
2415,105.4467,0.5827,0.0378
2416,117.9328,0.7249,0.0223
2417,111.5849,0.6554,0.0219
2418,108.3475,0.7259,0.0185
2419,111.3615,0.5925,0.0252
2420,104.0165,0.7232,0.0144
2421,110.8620,0.6089,0.0354
2422,108.1301,0.7144,0.0190
2423,112.0629,0.6945,0.0174
2424,110.1314,0.7133,0.0144
2425,112.0279,0.6083,0.0306
2426,111.0574,0.6731,0.0146
2427,114.2911,0.6839,0.0141
2428,112.9244,0.6693,0.0230
2429,115.8509,0.5896,0.0338
2430,108.9903,0.6625,0.0279
2431,113.6037,0.7257,0.0131
2432,112.9231,0.7195,0.0255
2433,110.8496,0.6713,0.0146
2434,109.6244,0.5813,0.0184
2435,109.7289,0.6928,0.0217
2436,113.5489,0.7144,0.0129
2437,101.9442,0.6365,0.0179
2438,110.8798,0.7035,0.0189
2439,112.4674,0.6633,0.0141
2440,119.4149,0.5267,0.0207
2441,109.6173,0.6081,0.0284
2442,112.7957,0.7226,0.0133
2443,113.9553,0.6728,0.0186
2444,113.3215,0.5859,0.0168
2445,108.8116,0.5685,0.0210
2446,103.9326,0.7246,0.0144
2447,117.0918,0.7105,0.0179
2448,112.1784,0.7251,0.0260
2449,109.3166,0.7236,0.0128
2450,114.6495,0.6384,0.0140
2451,115.3721,0.7208,0.0165
2452,113.9267,0.6428,0.0159
2453,109.1621,0.7064,0.0173
2454,109.5177,0.5225,0.0167
2455,110.9566,0.6983,0.0217
2456,110.2338,0.6985,0.0151
2457,110.2031,0.6329,0.0151
2458,109.8337,0.7050,0.0132
2459,110.0108,0.7000,0.0210
2460,116.0118,0.5897,0.0265
2461,116.7556,0.6750,0.0167
2462,113.9782,0.6790,0.0146
2463,112.1495,0.5779,0.0195
2464,113.4687,0.6158,0.0183
2465,113.5769,0.7059,0.0193
2466,115.9320,0.5883,0.0265
2467,108.9453,0.5406,0.0434
2468,98.2661,0.6350,0.0208
2469,113.0619,0.6725,0.0159
2470,112.0278,0.6390,0.0147
2471,107.0642,0.7236,0.0253
2472,108.6216,0.5662,0.0176
2473,110.9967,0.7285,0.0261
2474,110.0453,0.7279,0.0136
2475,116.6587,0.6689,0.0250
2476,115.2049,0.6718,0.0178
2477,112.9684,0.6567,0.0174
2478,110.1007,0.7255,0.0155
2479,114.1436,0.5679,0.0329
2480,116.1613,0.7001,0.0226
2481,119.4938,0.5970,0.0148
2482,116.6990,0.7107,0.0211
2483,109.9731,0.6817,0.0256
2484,109.1948,0.6919,0.0223
2485,111.4811,0.6062,0.0173
2486,115.9348,0.7281,0.0125
2487,108.8075,0.7257,0.0194
2488,106.9623,0.7243,0.0225
2489,118.1868,0.7071,0.0132
2490,110.7508,0.7186,0.0235
2491,112.6556,0.7150,0.0189
2492,106.2363,0.7108,0.0182
2493,112.7172,0.6986,0.0173
2494,106.9094,0.5370,0.0225
2495,109.9406,0.7197,0.0153
2496,119.2377,0.6895,0.0203
2497,108.1891,0.7203,0.0144
2498,107.7372,0.5900,0.0148
2499,115.8822,0.7278,0.0124
2500,113.6434,0.7024,0.0142
2501,110.7812,0.7193,0.0127
2502,111.7020,0.6762,0.0140
2503,114.1283,0.7110,0.0126
2504,115.4719,0.7281,0.0172
2505,110.4088,0.5862,0.0332
2506,107.1918,0.7187,0.0230
2507,111.6406,0.6277,0.0143
2508,115.4380,0.7008,0.0138
2509,109.8485,0.6379,0.0141
2510,111.2842,0.7288,0.0134
2511,103.0118,0.5351,0.0266
2512,114.1595,0.7028,0.0282
2513,112.8471,0.6951,0.0138
2514,114.1478,0.6261,0.0174
2515,117.9709,0.7062,0.0188
2516,113.2612,0.7183,0.0151
2517,107.3704,0.7228,0.0254
2518,112.2277,0.6093,0.0262
2519,110.2395,0.6997,0.0230
2520,115.3518,0.7118,0.0135
2521,115.0269,0.5860,0.0400
2522,108.6507,0.7085,0.0191
2523,108.6677,0.7266,0.0189
2524,112.0260,0.6508,0.0214
2525,112.8674,0.7141,0.0217
2526,112.9963,0.6868,0.0237
2527,115.8766,0.6385,0.0320
2528,113.4109,0.6984,0.0206
2529,111.4403,0.7172,0.0274
2530,110.8730,0.7273,0.0219
2531,99.1320,0.7288,0.0238
2532,115.4766,0.6879,0.0157
2533,109.2905,0.6923,0.0234
2534,113.3743,0.6777,0.0275
2535,108.9974,0.5966,0.0147
2536,116.4672,0.7261,0.0137
2537,111.0220,0.5521,0.0181
2538,113.3358,0.7253,0.0133
2539,110.4007,0.6395,0.0160
2540,109.9729,0.7263,0.0128
2541,118.8872,0.6726,0.0218
2542,113.8910,0.7224,0.0131
2543,108.6958,0.6900,0.0141
2544,113.8552,0.5857,0.0297
2545,109.4231,0.5989,0.0158
2546,116.2784,0.7113,0.0175
2547,116.4001,0.7209,0.0128
2548,120.0961,0.7289,0.0122
2549,111.5337,0.7051,0.0204
2550,111.2325,0.7256,0.0274
2551,109.3272,0.7265,0.0143
2552,118.8332,0.5214,0.0360
2553,112.7010,0.5692,0.0341
2554,113.5458,0.6227,0.0290
2555,114.2912,0.5395,0.0164
2556,117.5327,0.7164,0.0269
2557,108.1842,0.6292,0.0148
2558,116.8267,0.5242,0.0405
2559,107.5086,0.6536,0.0179
2560,116.6617,0.7222,0.0136
2561,111.8967,0.7290,0.0231
2562,112.9252,0.6154,0.0152
2563,117.2069,0.7249,0.0234
2564,111.5640,0.7271,0.0236
2565,117.6995,0.7022,0.0206
2566,109.7004,0.6818,0.0143
2567,113.0127,0.7257,0.0142
2568,106.4548,0.5270,0.0192
2569,112.5839,0.6920,0.0174
2570,121.5944,0.7061,0.0180
2571,110.0349,0.7069,0.0136
2572,110.4960,0.6520,0.0147
2573,110.2662,0.7160,0.0279
2574,112.0337,0.7120,0.0154
2575,110.6329,0.6835,0.0250
2576,113.7049,0.6735,0.0148
2577,112.6887,0.5501,0.0155
2578,115.9314,0.7012,0.0192
2579,111.4565,0.7279,0.0154
2580,116.6417,0.5404,0.0380
2581,109.9700,0.5847,0.0400
2582,114.7151,0.6436,0.0146
2583,108.0772,0.5446,0.0413
2584,111.5677,0.6989,0.0237
2585,112.4457,0.5223,0.0326
2586,113.5316,0.6062,0.0147
2587,113.4910,0.7230,0.0180
2588,116.0303,0.6786,0.0203
2589,114.6428,0.6110,0.0154
2590,107.6808,0.6967,0.0156
2591,115.7362,0.6198,0.0268
2592,109.8836,0.7254,0.0205
2593,113.5316,0.6873,0.0198
2594,111.7620,0.6070,0.0189
2595,111.8025,0.7215,0.0147
2596,116.3436,0.6925,0.0181
2597,109.7705,0.5496,0.0188
2598,109.9421,0.7213,0.0135
2599,114.3567,0.6961,0.0150
2600,110.9579,0.6012,0.0190
2601,110.4927,0.5745,0.0158
2602,115.3516,0.6244,0.0141
2603,98.7115,0.7289,0.0210
2604,109.6408,0.6394,0.0190
2605,110.2856,0.6581,0.0154
2606,108.6471,0.6087,0.0229
2607,111.8481,0.6568,0.0251
2608,110.3256,0.6687,0.0137
2609,111.8233,0.7095,0.0192
2610,114.4207,0.6841,0.0282
2611,110.5883,0.6916,0.0134
2612,106.0017,0.7179,0.0245
2613,111.8305,0.6789,0.0144
2614,115.3327,0.6343,0.0180
2615,109.2431,0.6759,0.0219
2616,109.3741,0.5587,0.0205
2617,111.8269,0.5631,0.0423
2618,112.8547,0.6350,0.0305
2619,112.4494,0.6548,0.0239
2620,112.9569,0.6205,0.0202
2621,111.4345,0.5653,0.0293
2622,114.6176,0.7210,0.0186
2623,117.8717,0.7130,0.0219
2624,114.0588,0.7008,0.0210
2625,109.5442,0.7155,0.0237
2626,107.6996,0.6619,0.0202
2627,113.7561,0.6947,0.0229
2628,108.6750,0.6753,0.0213
2629,112.3819,0.5953,0.0314
2630,116.8875,0.7252,0.0239
2631,111.0962,0.6730,0.0223
2632,115.1234,0.7270,0.0222
2633,118.2813,0.7150,0.0204
2634,113.7040,0.7175,0.0158
2635,117.1378,0.6469,0.0169
2636,118.5686,0.7241,0.0140
2637,111.3041,0.7040,0.0197
2638,111.8962,0.6328,0.0161
2639,110.3389,0.5768,0.0177
2640,118.8663,0.6995,0.0193
2641,112.7603,0.6851,0.0213
2642,109.8719,0.5606,0.0165
2643,102.1098,0.6323,0.0259
2644,117.0865,0.6912,0.0191
2645,111.9188,0.5524,0.0325
2646,118.0016,0.7172,0.0186
2647,110.3932,0.6844,0.0210
2648,100.2280,0.6054,0.0310
2649,113.6485,0.6897,0.0296
2650,112.5105,0.5647,0.0205
2651,106.5486,0.7226,0.0225
2652,112.9228,0.7077,0.0231
2653,111.4526,0.5535,0.0167
2654,115.0535,0.5410,0.0268
2655,112.7437,0.5596,0.0402
2656,111.8904,0.6538,0.0180
2657,109.0658,0.7241,0.0180
2658,110.6595,0.7177,0.0248
2659,113.8474,0.6929,0.0210
2660,114.2301,0.6936,0.0184
2661,114.3618,0.7224,0.0164
2662,111.7412,0.7084,0.0129
2663,113.0479,0.6228,0.0341
2664,112.8429,0.6164,0.0230
2665,114.2912,0.7227,0.0254
2666,118.6166,0.6953,0.0248
2667,113.9419,0.6723,0.0275
2668,111.6896,0.6601,0.0279
2669,108.7132,0.7037,0.0227
2670,109.7816,0.5400,0.0232
2671,118.2232,0.6411,0.0325
2672,115.9097,0.6653,0.0170
2673,103.5809,0.7235,0.0129
2674,107.0532,0.7089,0.0165
2675,109.6169,0.6448,0.0147
2676,112.3780,0.5968,0.0174
2677,114.4068,0.6851,0.0211
2678,111.7100,0.7213,0.0165
2679,104.9675,0.7080,0.0188
2680,115.5747,0.7062,0.0167
2681,117.2819,0.7281,0.0123
2682,109.1156,0.6858,0.0179
2683,114.7210,0.5296,0.0214
2684,112.5063,0.7246,0.0210
2685,113.3121,0.5503,0.0183
2686,115.9827,0.5365,0.0225
2687,108.9709,0.7250,0.0193
2688,115.8406,0.6362,0.0273
2689,112.0655,0.6602,0.0208
2690,112.3647,0.6873,0.0181
2691,119.0599,0.7066,0.0136
2692,109.2533,0.7277,0.0169
2693,114.0152,0.7020,0.0289
2694,112.5837,0.5832,0.0406
2695,115.1402,0.6070,0.0168
2696,107.6141,0.6899,0.0169
2697,116.2643,0.7099,0.0143
2698,113.7104,0.5862,0.0154
2699,111.4355,0.7213,0.0131
2700,112.9390,0.6155,0.0283
2701,118.4361,0.5753,0.0362
2702,115.2242,0.7115,0.0163
2703,118.4995,0.7024,0.0148
2704,109.4465,0.7098,0.0150
2705,108.9756,0.7247,0.0178
2706,107.5201,0.7282,0.0156
2707,116.0958,0.6777,0.0154
2708,111.9842,0.6582,0.0319
2709,112.9531,0.5575,0.0165
2710,112.2770,0.5239,0.0253
2711,118.6939,0.6927,0.0168
2712,100.8059,0.6682,0.0223
2713,113.7038,0.6732,0.0225
2714,112.2555,0.6015,0.0155
2715,107.2012,0.5798,0.0167
2716,109.8144,0.6943,0.0203
2717,109.9786,0.6413,0.0213
2718,104.6765,0.5236,0.0202
2719,108.6758,0.5943,0.0153
2720,107.3662,0.5555,0.0353
2721,111.9001,0.6573,0.0142
2722,114.0736,0.5160,0.0217
2723,110.3018,0.7210,0.0201
2724,115.6496,0.6643,0.0205
2725,108.3842,0.7194,0.0265
2726,105.4308,0.5945,0.0325
2727,111.2223,0.6444,0.0241
2728,119.7815,0.7211,0.0233
2729,113.9071,0.7008,0.0154
2730,115.2085,0.7053,0.0162
2731,115.2989,0.6113,0.0287
2732,111.9146,0.6519,0.0279
2733,108.6413,0.7199,0.0143
2734,104.7326,0.7120,0.0156
2735,112.4394,0.5817,0.0272
2736,106.6730,0.7142,0.0275
2737,110.5892,0.6428,0.0209
2738,114.3470,0.7020,0.0157
2739,111.2014,0.7174,0.0223
2740,109.7136,0.7279,0.0221
2741,112.3370,0.6409,0.0251
2742,113.6428,0.6381,0.0175
2743,114.2448,0.6995,0.0145
2744,113.3529,0.6686,0.0243
2745,111.6539,0.5863,0.0375
2746,119.7993,0.6872,0.0154
2747,114.5839,0.6414,0.0206
2748,114.2575,0.5286,0.0233
2749,105.0593,0.6800,0.0243
2750,109.4274,0.7288,0.0260
2751,106.0884,0.7269,0.0160
2752,103.0105,0.7247,0.0234
2753,114.3702,0.6800,0.0168
2754,110.6258,0.7200,0.0176
2755,111.1952,0.7149,0.0206
2756,118.5773,0.5419,0.0222
2757,112.9342,0.7122,0.0148
2758,111.3465,0.6361,0.0155
2759,117.7659,0.5736,0.0293
2760,109.6293,0.6630,0.0169
2761,108.2861,0.7092,0.0278
2762,109.5305,0.7240,0.0249
2763,110.5143,0.7234,0.0242
2764,109.9661,0.5531,0.0160
2765,111.8434,0.7253,0.0270
2766,105.9736,0.6415,0.0269
2767,117.1455,0.6988,0.0140
2768,111.7823,0.6974,0.0166
2769,112.5227,0.5739,0.0300
2770,115.1896,0.7183,0.0255
2771,110.9664,0.6371,0.0147
2772,115.1673,0.5557,0.0170
2773,107.1005,0.5388,0.0193
2774,109.2458,0.7198,0.0134
2775,114.9169,0.5149,0.0230
2776,114.3597,0.6338,0.0281
2777,113.5779,0.7187,0.0202
2778,108.9552,0.7286,0.0141
2779,114.7779,0.6407,0.0153
2780,108.8310,0.6856,0.0135
2781,110.8566,0.6756,0.0141
2782,116.1967,0.7260,0.0191
2783,116.8067,0.7237,0.0150
2784,108.6410,0.7047,0.0203
2785,113.6173,0.7214,0.0161
2786,117.1626,0.5997,0.0209
2787,112.4208,0.7277,0.0182
2788,110.8923,0.7161,0.0278
2789,113.2081,0.7269,0.0134
2790,112.0696,0.6015,0.0382
2791,114.8457,0.5183,0.0211
2792,113.3671,0.7280,0.0233
2793,106.2752,0.6734,0.0148
2794,112.8998,0.5845,0.0334
2795,111.8496,0.6887,0.0300
2796,110.4481,0.7108,0.0154
2797,116.5654,0.6982,0.0196
2798,110.1757,0.6151,0.0331
2799,106.4815,0.7284,0.0147
2800,114.3555,0.7158,0.0152
2801,113.5877,0.6889,0.0243
2802,109.4987,0.7101,0.0133
2803,114.5192,0.7055,0.0254
2804,110.9698,0.6279,0.0161
2805,112.5337,0.7278,0.0188
2806,111.5030,0.6211,0.0161
2807,114.3388,0.7232,0.0196
2808,115.3244,0.6941,0.0142
2809,111.2139,0.6310,0.0282
2810,111.1094,0.6991,0.0194
2811,109.8994,0.6553,0.0193
2812,109.4999,0.7105,0.0127
2813,118.2689,0.6313,0.0148
2814,104.2003,0.7203,0.0154
2815,109.5131,0.6646,0.0272
2816,110.8889,0.6673,0.0253
2817,113.5617,0.7244,0.0154
2818,102.8434,0.7035,0.0225
2819,109.1421,0.5373,0.0198
2820,113.3179,0.6743,0.0244
2821,114.2417,0.6707,0.0192
2822,117.9247,0.7206,0.0145
2823,111.2312,0.6742,0.0144
2824,111.0399,0.7112,0.0238
2825,109.0066,0.7218,0.0239
2826,113.0268,0.7269,0.0235
2827,113.7133,0.7183,0.0165
2828,112.1250,0.6297,0.0162
2829,111.1663,0.7162,0.0265
2830,113.5289,0.6809,0.0199
2831,113.3343,0.7119,0.0137
2832,114.1594,0.5816,0.0273
2833,107.6827,0.6215,0.0208
2834,110.9136,0.5664,0.0308
2835,111.8117,0.7284,0.0132
2836,112.4068,0.7043,0.0163
2837,111.6096,0.6688,0.0289
2838,113.3913,0.6634,0.0161
2839,111.0603,0.7276,0.0233
2840,117.0906,0.6191,0.0204
2841,109.7299,0.6213,0.0145
2842,115.3104,0.6099,0.0156
2843,115.7589,0.6904,0.0232
2844,114.5102,0.6230,0.0149
2845,105.4426,0.7035,0.0161
2846,110.0636,0.7285,0.0166
2847,107.1292,0.7247,0.0145
2848,111.0516,0.7227,0.0155
2849,110.5491,0.7009,0.0175
2850,113.8183,0.6980,0.0142
2851,112.9360,0.7273,0.0134
2852,109.2072,0.6437,0.0280
2853,115.1360,0.6377,0.0217
2854,108.1149,0.6836,0.0231
2855,113.0741,0.7025,0.0134
2856,112.7828,0.6525,0.0198
2857,115.2397,0.5324,0.0176
2858,108.8361,0.7238,0.0167
2859,111.0424,0.5444,0.0482
2860,107.0232,0.6980,0.0217
2861,116.3950,0.6429,0.0284
2862,104.9190,0.7022,0.0260
2863,115.4248,0.7278,0.0125
2864,107.6144,0.6973,0.0201
2865,112.1583,0.6837,0.0154
2866,118.0899,0.6861,0.0160
2867,108.3824,0.5213,0.0387
2868,117.9032,0.7256,0.0125
2869,111.0025,0.6044,0.0297
2870,113.6915,0.7181,0.0176
2871,108.5956,0.7268,0.0213
2872,111.4574,0.6679,0.0195
2873,110.0059,0.6762,0.0143
2874,114.5518,0.7285,0.0221
2875,117.5828,0.7117,0.0203
2876,115.0394,0.5423,0.0168
2877,108.2343,0.6272,0.0202
2878,113.6189,0.6336,0.0151
2879,108.5891,0.6499,0.0216
2880,117.2517,0.6737,0.0147
2881,107.5562,0.6762,0.0138
2882,110.4804,0.7199,0.0140
2883,108.9521,0.7082,0.0283
2884,114.7766,0.7079,0.0245
2885,110.7382,0.5828,0.0155
2886,113.7288,0.7050,0.0145
2887,117.3429,0.7052,0.0238
2888,111.8831,0.7159,0.0155
2889,115.6490,0.6753,0.0160
2890,114.4875,0.6945,0.0244
2891,111.1577,0.6007,0.0167
2892,115.2081,0.6776,0.0134
2893,110.2360,0.6879,0.0230
2894,115.2787,0.7025,0.0175
2895,115.0212,0.7254,0.0145
2896,105.9358,0.7187,0.0189
2897,110.2019,0.7252,0.0264
2898,112.7862,0.7204,0.0261
2899,110.8436,0.7052,0.0211
2900,116.4352,0.7249,0.0210
2901,114.5492,0.6039,0.0168
2902,109.1326,0.6662,0.0139
2903,116.3763,0.5236,0.0438
2904,111.8809,0.7222,0.0147
2905,109.3201,0.5305,0.0274
2906,113.6605,0.7172,0.0276
2907,110.0334,0.6157,0.0168
2908,112.9200,0.6820,0.0137
2909,111.5587,0.5454,0.0208
2910,111.9326,0.5727,0.0211
2911,111.5640,0.7246,0.0215
2912,113.8009,0.7043,0.0181
2913,118.1373,0.7223,0.0124
2914,115.5082,0.6870,0.0286
2915,118.5847,0.6847,0.0175
2916,115.2960,0.7232,0.0134
2917,116.2851,0.6881,0.0157
2918,112.7426,0.6807,0.0155
2919,115.5347,0.6137,0.0190
2920,118.2529,0.6764,0.0162
2921,110.7100,0.5725,0.0166
2922,112.4221,0.5425,0.0490
2923,107.6795,0.6315,0.0219
2924,115.4710,0.6460,0.0323
2925,116.2780,0.7217,0.0125
2926,110.1348,0.6105,0.0343
2927,116.2377,0.6042,0.0202
2928,107.9271,0.7272,0.0192
2929,114.3653,0.7229,0.0129
2930,113.6777,0.7078,0.0139
2931,113.0762,0.7145,0.0254
2932,115.8295,0.5651,0.0331
2933,108.4939,0.7286,0.0137
2934,119.8741,0.6481,0.0159
2935,112.7956,0.6158,0.0176
2936,113.7936,0.7272,0.0186
2937,109.1605,0.7240,0.0171
2938,110.2864,0.7107,0.0153
2939,104.3580,0.7065,0.0275
2940,112.9085,0.7100,0.0143
2941,109.7142,0.6524,0.0265
2942,110.0579,0.7276,0.0136
2943,112.5369,0.6918,0.0148
2944,114.9707,0.6875,0.0148
2945,115.9709,0.7237,0.0126
2946,117.3575,0.5534,0.0173
2947,109.3903,0.7209,0.0196
2948,111.3160,0.6441,0.0306
2949,108.5121,0.7225,0.0250
2950,109.1685,0.6740,0.0243
2951,115.4878,0.5926,0.0197
2952,111.4867,0.7277,0.0161
2953,117.1928,0.7089,0.0191
2954,107.1072,0.6122,0.0162
2955,106.6251,0.6028,0.0209
2956,117.1383,0.6369,0.0179
2957,110.9661,0.6985,0.0147
2958,115.2146,0.7025,0.0160
2959,108.5593,0.7227,0.0234
2960,109.8648,0.7059,0.0141
2961,119.3524,0.7132,0.0191
2962,110.8584,0.7222,0.0169
2963,112.2375,0.5785,0.0353
2964,113.8445,0.5412,0.0186
2965,106.4262,0.6661,0.0181
2966,111.5598,0.6410,0.0175
2967,109.5675,0.6288,0.0345
2968,108.8707,0.6962,0.0236
2969,113.3519,0.5737,0.0198
2970,115.6580,0.7172,0.0147
2971,112.4014,0.5146,0.0179
2972,110.1753,0.7217,0.0141
2973,116.6627,0.7196,0.0131
2974,112.2360,0.6965,0.0129
2975,115.3269,0.6725,0.0139
2976,114.8899,0.7023,0.0133
2977,114.0656,0.6127,0.0164
2978,115.1981,0.7263,0.0186
2979,110.8952,0.6179,0.0155
2980,116.0069,0.7082,0.0143
2981,105.5696,0.7209,0.0156
2982,112.8399,0.6695,0.0259
2983,101.9876,0.6061,0.0200
2984,115.4001,0.7249,0.0125
2985,99.9673,0.5266,0.0287
2986,108.3665,0.6546,0.0305
2987,108.6942,0.7250,0.0254
2988,104.2222,0.7276,0.0168
2989,111.7873,0.6898,0.0192
2990,108.3691,0.6060,0.0281
2991,110.7753,0.7226,0.0224
2992,114.5293,0.7055,0.0142
2993,118.8572,0.7290,0.0261
2994,109.8688,0.7135,0.0284
2995,115.2395,0.6895,0.0140
2996,111.0055,0.6889,0.0134
2997,116.1737,0.6752,0.0174
2998,110.8783,0.5129,0.0373
2999,115.4481,0.5936,0.0147
